Z [$\mu$m],Mean
-5.230548339843750000e+03,0.000000000000000000e+00
-5.124720214843750000e+03,0.000000000000000000e+00
-5.018892089843750000e+03,1.553874731063842773e+00
-4.913063964843750000e+03,1.132001018524169922e+01
-4.807235839843750000e+03,1.895501899719238281e+01
-4.701408203125000000e+03,1.177752685546875000e+01
-4.595580078125000000e+03,1.805165863037109375e+01
-4.489751953125000000e+03,1.516357803344726562e+01
-4.383923828125000000e+03,1.454650497436523438e+01
-4.278095703125000000e+03,1.480999946594238281e+01
-4.172267578125000000e+03,1.030708217620849609e+01
-4.066439453125000000e+03,1.826086616516113281e+01
-3.960611328125000000e+03,1.362666988372802734e+01
-3.854783203125000000e+03,1.679987144470214844e+01
-3.748955078125000000e+03,2.272426223754882812e+01
-3.643127197265625000e+03,1.392433166503906250e+01
-3.537299072265625000e+03,1.547427082061767578e+01
-3.431470947265625000e+03,1.111676788330078125e+01
-3.325643066406250000e+03,1.628641510009765625e+01
-3.219814941406250000e+03,1.764167976379394531e+01
-3.113986816406250000e+03,1.944078445434570312e+01
-3.008158691406250000e+03,1.952066993713378906e+01
-2.902330566406250000e+03,1.636985778808593750e+01
-2.796502441406250000e+03,2.061350631713867188e+01
-2.690674316406250000e+03,2.206227302551269531e+01
-2.584846435546875000e+03,1.181884956359863281e+01
-2.479018310546875000e+03,1.425191402435302734e+01
-2.373190185546875000e+03,2.449532890319824219e+01
-2.267362060546875000e+03,2.275906753540039062e+01
-2.161533935546875000e+03,1.278320503234863281e+01
-2.055706054687500000e+03,2.371113395690917969e+01
-1.949877929687500000e+03,1.510213184356689453e+01
-1.844049804687500000e+03,1.635137748718261719e+01
-1.738221679687500000e+03,1.760685729980468750e+01
-1.632393554687500000e+03,1.919523620605468750e+01
-1.526565673828125000e+03,2.311274337768554688e+01
-1.420737548828125000e+03,2.213754653930664062e+01
-1.314909423828125000e+03,1.979996490478515625e+01
-1.209081298828125000e+03,2.262110137939453125e+01
-1.103253417968750000e+03,1.477765274047851562e+01
-9.974252929687500000e+02,2.414286231994628906e+01
-8.915971679687500000e+02,2.392324256896972656e+01
-7.857690429687500000e+02,1.247093200683593750e+01
-6.799409179687500000e+02,2.119175529479980469e+01
-5.741127929687500000e+02,2.575498580932617188e+01
-4.682846679687500000e+02,1.934077262878417969e+01
-3.624565429687500000e+02,1.626231002807617188e+01
-2.566284179687500000e+02,1.236486911773681641e+01
-1.508002929687500000e+02,2.350174903869628906e+01
-4.497265625000000000e+01,2.056026077270507812e+01
6.085546875000000000e+01,1.978620910644531250e+01
1.666835937500000000e+02,1.080975532531738281e+01
2.725117187500000000e+02,1.396175003051757812e+01
3.783398437500000000e+02,2.489147949218750000e+01
4.841679687500000000e+02,1.902748680114746094e+01
5.899960937500000000e+02,1.751183128356933594e+01
6.958242187500000000e+02,1.248484992980957031e+01
8.016523437500000000e+02,1.439584732055664062e+01
9.074804687500000000e+02,1.893391799926757812e+01
1.013308105468750000e+03,1.989143371582031250e+01
1.119136230468750000e+03,1.558789730072021484e+01
1.224964355468750000e+03,1.510761356353759766e+01
1.330792480468750000e+03,1.605584907531738281e+01
1.436620605468750000e+03,2.419696617126464844e+01
1.542448730468750000e+03,1.888338470458984375e+01
1.648276855468750000e+03,2.000942993164062500e+01
1.754104980468750000e+03,2.278040695190429688e+01
1.859933105468750000e+03,1.696535301208496094e+01
1.965761230468750000e+03,2.024775123596191406e+01
2.071589355468750000e+03,1.710571861267089844e+01
2.177416992187500000e+03,2.178875732421875000e+01
2.283245117187500000e+03,1.809570693969726562e+01
2.389073242187500000e+03,1.054222488403320312e+01
2.494901367187500000e+03,1.827097511291503906e+01
2.600729492187500000e+03,1.904972839355468750e+01
2.706557617187500000e+03,1.001761054992675781e+01
2.812385742187500000e+03,1.406200885772705078e+01
2.918213867187500000e+03,1.275714397430419922e+01
3.024041503906250000e+03,2.305598258972167969e+01
3.129869628906250000e+03,1.417670440673828125e+01
3.235697753906250000e+03,2.404564857482910156e+01
3.341525878906250000e+03,2.394476699829101562e+01
3.447354003906250000e+03,2.247979545593261719e+01
3.553182128906250000e+03,1.280214786529541016e+01
3.659010253906250000e+03,1.376777744293212891e+01
3.764838378906250000e+03,1.401157379150390625e+01
3.870666503906250000e+03,2.296133422851562500e+01
3.976494628906250000e+03,1.650684547424316406e+01
4.082322753906250000e+03,9.292868614196777344e+00
4.188150878906250000e+03,1.799140548706054688e+01
4.293979003906250000e+03,1.877753448486328125e+01
4.399807128906250000e+03,1.561826229095458984e+01
4.505635253906250000e+03,1.507221698760986328e+01
4.611463378906250000e+03,1.197922706604003906e+01
4.717291503906250000e+03,1.229142761230468750e+01
4.823119628906250000e+03,1.146839714050292969e+01
4.928947753906250000e+03,1.164803600311279297e+01
5.034774902343750000e+03,2.841470241546630859e+00
5.140603027343750000e+03,0.000000000000000000e+00
5.246431152343750000e+03,0.000000000000000000e+00
